monthly_income,monthly_expense_total,savings_rate,budget_goal,credit_score,debt_to_income_ratio,loan_payment,discretionary_spending,essential_spending,rent_or_mortgage,financial_advice_score,financial_stress_level,actual_savings
3531.89,3582.43,0.27,1940.86,651.0,0.15,375.92,577.1,2660.43,964.84,71.3,Low,0.0
3445.74,1742.69,0.23,3460.53,720.0,0.35,245.83,480.47,2715.79,1805.71,85.6,Medium,1703.05
2620.15,4298.9,0.05,2433.38,659.0,0.43,374.14,389.36,2926.15,1403.57,15.0,High,0.0
3931.59,2936.45,0.28,2502.89,737.0,0.15,589.31,197.44,3500.06,1483.48,69.4,High,995.14
5372.78,1974.89,0.39,3299.63,669.0,0.58,483.65,717.24,2496.33,1012.47,46.5,High,3397.89
3234.55,2722.99,0.13,2028.71,731.0,0.17,100.99,371.76,2873.39,1375.56,42.8,Low,511.56
5440.42,3301.02,0.38,2916.43,746.0,0.34,466.68,417.48,3003.69,616.1,1.5,High,2139.4
4484.71,3651.18,0.1,2963.63,713.0,0.15,229.95,752.06,2318.77,945.4,94.3,Low,833.53
3362.56,3815.77,0.24,1918.74,738.0,0.34,138.93,487.1,2588.28,1126.21,21.1,Medium,0.0
3773.76,2722.33,0.16,2631.65,727.0,0.12,418.51,473.65,1270.88,918.15,28.1,Low,1051.43
3574.91,3462.02,0.39,3199.02,641.0,0.34,428.94,479.37,2878.42,1054.46,47.9,Low,112.89
4866.85,2570.82,0.17,2763.03,825.0,0.15,505.62,655.74,1988.59,1064.44,85.4,High,2296.03
5597.8,3625.7,0.15,2834.22,725.0,0.41,400.79,636.49,2955.68,1378.87,84.2,Low,1972.1
4284.37,1642.13,0.37,3856.76,657.0,0.58,396.85,565.6,2690.95,1123.6,79.0,High,2642.24
3877.85,3525.77,0.31,2382.55,738.0,0.58,575.95,603.99,2056.89,1202.74,75.3,Low,352.08
1569.56,2793.71,0.21,3603.11,642.0,0.13,718.77,372.71,2317.02,1540.51,45.4,Low,0.0
4920.86,2915.83,0.33,2621.29,749.0,0.29,304.05,772.19,1090.99,1050.71,74.7,High,2005.03
5301.4,2448.57,0.18,3072.38,613.0,0.22,665.33,752.16,2916.11,1381.95,2.6,Low,2852.83
4127.0,2245.22,0.08,2412.52,637.0,0.25,683.2,598.07,2167.09,348.28,40.8,Medium,1881.78
3716.17,3544.98,0.05,3161.94,722.0,0.13,612.74,628.02,2551.47,1084.37,95.6,Low,171.19
4472.59,3789.99,0.24,2348.01,757.0,0.33,543.4,119.54,1201.72,814.9,4.1,Low,682.6
3099.39,1935.96,0.37,2527.74,621.0,0.32,526.39,433.98,1620.02,1179.57,57.5,Low,1163.43
4057.35,2628.82,0.24,1907.53,637.0,0.36,827.69,539.71,1918.68,883.56,93.1,Medium,1428.53
5045.76,2943.55,0.32,3155.78,650.0,0.53,144.9,236.15,2533.14,1414.57,16.8,Low,2102.21
4321.35,2625.65,0.31,2295.58,730.0,0.36,17.83,815.99,2339.96,2038.91,25.3,Medium,1695.7
3564.99,3331.22,0.39,2794.13,716.0,0.38,632.31,452.95,1503.92,1488.96,88.5,Low,233.77
2892.45,2130.26,0.2,2538.22,729.0,0.18,638.77,658.61,1907.56,656.83,61.8,Low,762.19
5086.99,4411.41,0.27,3689.49,725.0,0.41,434.13,526.69,2260.32,1261.53,60.3,Low,675.58
3828.6,3528.71,0.31,2538.04,698.0,0.41,454.53,341.79,2145.27,300.0,71.7,Medium,299.89
2439.82,2531.33,0.28,3031.39,667.0,0.54,764.21,414.44,2902.04,1130.55,10.6,Low,0.0
5502.74,4024.48,0.37,3064.05,567.0,0.31,435.03,778.98,1213.66,971.14,86.8,Low,1478.26
3800.93,4495.05,0.4,2830.46,655.0,0.57,481.3,589.95,2420.79,1787.11,10.5,Low,0.0
4345.13,2819.94,0.38,2765.32,556.0,0.2,501.96,445.35,2234.88,1464.63,47.2,Low,1525.19
4319.02,2586.75,0.31,4263.15,750.0,0.58,775.89,363.63,1766.05,1461.33,54.8,High,1732.27
5299.3,3674.03,0.34,2011.2,757.0,0.24,65.96,411.15,2304.77,1022.64,58.8,Low,1625.27
6206.68,3557.51,0.29,2942.37,686.0,0.12,0.0,578.17,1968.0,1749.92,35.3,Low,2649.17
5774.37,3152.04,0.28,2539.08,720.0,0.57,336.22,804.41,2943.47,1035.16,33.8,High,2622.33
4808.33,3498.61,0.21,2693.97,684.0,0.38,556.76,135.1,2591.46,1277.19,55.1,Medium,1309.72
2459.45,2956.95,0.18,2297.71,583.0,0.19,520.45,360.11,2893.8,1228.09,35.2,Low,0.0
5932.37,4386.94,0.31,2431.95,742.0,0.59,318.04,622.29,1326.26,437.88,87.0,Medium,1545.43
3989.47,1511.71,0.08,3296.36,730.0,0.17,503.55,858.32,1474.71,1445.16,45.4,Medium,2477.76
5608.86,2150.71,0.16,3184.14,653.0,0.23,223.14,398.53,2137.22,678.82,73.1,Low,3458.15
2903.88,3335.29,0.3,3000.81,674.0,0.57,323.6,275.59,2740.17,1165.54,84.6,Medium,0.0
4465.17,601.26,0.25,2550.48,724.0,0.13,509.12,447.67,2185.76,1637.94,51.1,Low,3863.91
4090.73,3021.5,0.37,3065.44,721.0,0.2,483.43,217.34,1579.18,1275.52,28.4,Medium,1069.23
4009.2,2438.27,0.1,2879.08,728.0,0.49,281.58,297.52,2644.73,1016.34,76.7,Low,1570.93
1967.67,2324.86,0.23,2986.8,802.0,0.11,204.03,816.44,2086.0,1943.28,20.6,Medium,0.0
4915.31,3145.92,0.35,2964.17,693.0,0.34,527.76,489.32,2699.6,1930.17,3.5,Medium,1769.39
4392.22,3310.38,0.08,3118.05,688.0,0.32,317.04,509.32,1472.63,480.72,72.1,Low,1081.84
4312.67,2589.56,0.05,2770.19,640.0,0.19,435.89,637.71,3187.98,1072.84,21.5,Low,1723.11
5235.6,2171.01,0.37,2678.95,638.0,0.15,644.16,470.98,2977.5,672.5,6.4,High,3064.59
4150.8,2183.36,0.05,3407.11,645.0,0.1,661.46,635.91,2428.28,804.73,31.1,Low,1967.44
3883.98,4760.54,0.33,1777.72,578.0,0.45,448.72,585.99,2390.49,1385.15,48.7,Low,0.0
4289.35,1883.55,0.36,2570.89,725.0,0.49,596.78,172.05,3274.46,991.98,41.9,Medium,2405.8
2587.89,1265.01,0.14,3189.09,533.0,0.46,355.5,443.39,2414.48,1245.87,69.8,High,1322.88
4842.11,4915.78,0.13,4056.42,725.0,0.16,326.09,488.9,2870.97,949.0,44.6,Low,0.0
3714.16,3752.83,0.18,2903.44,634.0,0.54,28.62,739.31,2041.09,1669.49,75.5,Low,0.0
3465.48,812.73,0.27,3439.43,723.0,0.17,366.48,704.15,3518.15,753.28,74.4,Medium,2652.75
3298.01,3312.21,0.37,3043.58,654.0,0.37,618.12,666.64,2628.05,2006.26,78.2,Medium,0.0
2574.9,3300.72,0.25,3085.71,649.0,0.25,695.49,405.45,2482.99,1682.25,25.8,Low,0.0
3609.54,3008.81,0.07,2974.01,642.0,0.3,392.84,65.08,1951.36,1208.15,73.6,Low,600.73
4196.07,2947.04,0.36,2608.55,677.0,0.53,0.0,338.65,1772.4,1615.93,7.6,Medium,1249.03
4176.41,3269.49,0.11,3026.66,754.0,0.11,359.2,606.27,1049.19,1616.71,25.1,High,906.92
3984.54,2371.1,0.27,2890.87,679.0,0.35,343.75,145.23,1888.25,973.15,84.3,Low,1613.44
3077.62,2409.3,0.1,2064.75,684.0,0.32,652.87,705.04,2279.27,1261.18,48.6,Low,668.32
2683.58,3380.14,0.35,2636.51,622.0,0.15,548.04,256.54,3254.97,300.0,89.7,Medium,0.0
3719.15,2676.47,0.34,2824.62,670.0,0.36,671.42,531.96,1079.72,1714.84,12.5,Low,1042.68
3362.89,3047.81,0.35,2841.72,686.0,0.52,510.8,332.89,3136.8,1143.05,16.2,Low,315.08
3722.49,2286.35,0.28,2814.53,662.0,0.27,452.87,423.23,2648.21,750.69,34.6,Low,1436.14
3933.67,2765.44,0.35,2398.01,701.0,0.47,630.75,203.72,2116.08,1644.56,75.0,Low,1168.23
4370.73,3079.32,0.07,2727.35,666.0,0.41,514.49,461.07,1670.01,1388.1,96.1,Medium,1291.41
3540.69,3548.21,0.24,3392.41,659.0,0.58,371.17,658.15,2571.65,1147.27,52.2,Low,0.0
3817.0,2548.79,0.3,3031.17,633.0,0.48,595.15,420.69,2180.73,1504.34,76.9,Low,1268.21
3229.95,2785.75,0.25,2757.98,628.0,0.56,259.25,647.72,1184.36,1162.68,88.8,Medium,444.2
4443.44,2473.52,0.11,2736.95,745.0,0.25,517.92,467.96,3215.62,1309.87,51.0,Low,1969.92
3368.23,1973.33,0.37,3275.73,687.0,0.32,601.02,588.08,2288.13,727.86,51.3,Low,1394.9
1520.17,3569.25,0.24,3486.67,666.0,0.3,525.97,304.33,2501.11,1384.12,66.7,Low,0.0
4167.25,3827.03,0.2,2226.77,668.0,0.44,298.74,337.55,2896.32,1481.89,81.9,Medium,340.22
6335.87,2852.62,0.09,2414.7,620.0,0.12,401.83,738.65,1884.42,1154.75,33.6,Low,3483.25
3947.97,3503.65,0.16,3010.65,664.0,0.3,242.14,711.65,1320.08,855.14,56.6,Low,444.32
3587.21,3986.1,0.34,2110.84,664.0,0.31,368.31,845.3,1944.1,1380.23,46.9,Low,0.0
4731.32,3076.65,0.05,2563.7,656.0,0.53,717.88,497.23,2412.47,1038.04,61.9,Medium,1654.67
4096.16,1338.47,0.25,2767.26,654.0,0.47,550.47,432.5,2397.42,1323.8,80.8,Low,2757.69
4878.89,3662.04,0.35,2757.33,672.0,0.51,756.85,757.55,1119.4,1139.55,18.0,Low,1216.85
4486.64,3309.16,0.4,2662.39,625.0,0.59,894.23,721.19,2475.47,1374.43,95.4,Medium,1177.48
4599.9,3836.31,0.07,2807.84,697.0,0.46,408.28,660.72,1681.83,1987.73,22.9,Medium,763.59
3062.79,3741.42,0.26,3332.33,658.0,0.4,433.57,396.67,2563.9,958.89,45.4,High,0.0
5343.14,4027.64,0.23,2507.22,638.0,0.38,347.59,742.87,2179.51,1144.61,13.7,Medium,1315.5
2521.68,2609.7,0.29,2671.84,703.0,0.57,435.22,459.74,1822.51,1945.39,69.9,High,0.0
3016.72,2316.85,0.13,2492.47,686.0,0.15,714.47,707.18,3208.11,1825.61,5.3,Low,699.87
2645.91,2565.6,0.38,3349.85,633.0,0.47,783.79,180.92,2004.75,1284.73,25.4,Low,80.31
6113.33,3186.95,0.22,3167.62,631.0,0.41,703.74,403.34,1748.72,1432.72,91.8,Medium,2926.38
4043.37,2346.07,0.3,3538.39,750.0,0.28,359.93,959.91,3014.02,960.56,47.1,Low,1697.3
3739.5,3502.33,0.07,3396.07,686.0,0.56,531.18,1132.61,1867.51,1128.93,11.3,Low,237.17
3563.44,2817.55,0.11,2081.65,679.0,0.25,441.65,644.79,2628.73,2358.42,19.3,Medium,745.89
5377.21,2401.51,0.37,2279.68,728.0,0.15,383.67,654.34,2888.06,1485.74,98.4,High,2975.7
4862.26,3358.43,0.12,2524.54,655.0,0.48,329.87,833.07,2772.01,1769.22,31.9,Low,1503.83
3915.46,989.71,0.28,2528.49,652.0,0.17,497.58,587.58,3454.97,1319.73,24.3,Medium,2925.75
4503.57,3132.76,0.06,3073.21,645.0,0.34,539.49,709.61,1000.0,1388.84,76.5,Low,1370.81
4403.12,3012.03,0.13,2354.84,709.0,0.42,288.83,477.07,1876.96,912.6,39.3,Low,1391.09
3227.23,2309.79,0.13,2406.41,676.0,0.23,578.54,481.87,2016.05,1035.85,15.7,Medium,917.44
7407.94,3827.42,0.33,2285.17,665.0,0.17,639.83,948.02,2056.56,1663.48,51.7,Low,3580.52
3997.97,3632.41,0.33,3299.65,639.0,0.16,518.24,333.82,2421.35,1128.94,36.8,Low,365.56
4290.08,2377.93,0.26,2392.0,629.0,0.49,544.02,509.14,1336.85,335.26,39.2,Low,1912.15
4390.52,2432.35,0.35,3043.7,675.0,0.59,526.76,651.46,2447.35,1921.79,2.7,High,1958.17
4698.3,2311.56,0.3,3428.0,702.0,0.37,321.82,608.14,2206.01,1094.37,15.8,Medium,2386.74
5968.09,3212.68,0.36,1981.46,628.0,0.4,445.71,705.98,1524.53,1430.64,64.8,Medium,2755.41
3055.95,2485.39,0.37,3263.54,683.0,0.19,403.02,244.48,1173.67,1707.92,27.8,Medium,570.56
2813.99,4880.48,0.38,2674.59,719.0,0.56,708.79,378.78,1724.99,927.52,15.1,High,0.0
4241.75,2629.51,0.2,2342.29,585.0,0.3,784.3,133.01,1629.29,612.74,42.7,Medium,1612.24
4120.29,3378.35,0.26,3322.68,728.0,0.56,579.47,294.74,1463.02,1284.47,71.9,Low,741.94
3650.96,4767.37,0.15,3405.03,657.0,0.22,657.85,528.56,1347.37,1990.06,90.5,High,0.0
3970.05,1029.22,0.19,3863.85,706.0,0.27,387.07,561.13,1806.79,1107.69,70.3,Medium,2940.83
4845.09,3014.68,0.39,2727.51,727.0,0.38,853.23,803.94,1677.34,1198.73,80.0,Low,1830.41
4631.16,3209.93,0.26,3323.56,660.0,0.36,252.19,279.49,1364.2,1515.69,53.4,Low,1421.23
4914.54,2719.67,0.28,3018.73,680.0,0.32,346.17,431.09,3028.09,1216.87,27.4,High,2194.87
3874.63,3996.49,0.27,3644.35,718.0,0.47,921.48,296.01,2314.92,1702.48,76.1,Low,0.0
4823.2,1341.46,0.4,3027.9,684.0,0.5,398.95,472.96,1275.9,1667.87,77.4,High,3481.74
2135.71,3858.22,0.34,2027.83,664.0,0.5,853.21,0.0,3160.49,1005.66,55.2,Low,0.0
3935.93,3685.76,0.22,2010.51,666.0,0.41,534.66,707.43,2719.58,1565.65,79.7,Low,250.17
2418.36,3419.83,0.06,2168.44,732.0,0.39,567.08,430.75,2242.03,636.46,61.6,Medium,0.0
3090.57,1936.15,0.38,2964.43,701.0,0.55,295.6,561.77,2419.58,1226.48,70.9,Low,1154.42
3583.16,2122.85,0.12,2385.76,689.0,0.11,226.63,7.49,2300.71,1241.98,87.6,Medium,1460.31
4393.93,2663.01,0.26,3347.42,752.0,0.32,252.74,419.17,2342.22,1178.43,85.1,Low,1730.92
3915.09,4250.09,0.28,2646.59,670.0,0.17,580.52,622.53,3498.82,1418.09,37.2,Low,0.0
3866.1,1741.07,0.24,2710.75,747.0,0.31,959.41,319.87,1967.62,1082.27,7.3,High,2125.03
3898.21,2392.11,0.14,2767.35,744.0,0.57,788.09,423.46,2125.05,1161.74,64.3,Low,1506.1
2307.32,3430.4,0.39,2694.47,660.0,0.39,169.25,468.83,1967.33,1999.95,46.6,Low,0.0
3740.2,3819.23,0.19,2758.61,708.0,0.55,236.61,540.78,2196.72,1521.5,96.8,Low,0.0
4462.25,2370.17,0.31,2807.24,719.0,0.55,588.98,215.77,1000.0,1241.8,60.2,Low,2092.08
3837.53,3323.27,0.14,2631.73,713.0,0.54,223.62,740.68,1901.04,822.84,32.3,Medium,514.26
3618.52,2967.77,0.22,2755.62,628.0,0.52,343.49,107.12,2406.85,1811.99,54.2,Low,650.75
3965.61,3553.64,0.24,1842.76,712.0,0.48,776.36,257.14,1768.1,801.22,99.7,Medium,411.97
2571.2,1668.93,0.13,2859.96,701.0,0.15,158.47,729.18,1638.63,1284.45,19.9,High,902.27
5355.14,3941.51,0.19,2383.42,617.0,0.53,569.28,311.56,2267.19,1172.09,17.4,Low,1413.63
3672.37,2695.32,0.32,2128.41,676.0,0.49,602.53,550.74,1000.0,1653.78,5.8,Medium,977.05
4202.08,2339.61,0.14,2285.78,663.0,0.56,173.6,602.42,2044.31,1242.09,14.9,Medium,1862.47
2656.36,3548.7,0.15,3014.84,693.0,0.56,608.0,526.27,1709.68,1667.17,37.5,Low,0.0
3142.27,3718.34,0.05,2967.22,691.0,0.52,840.2,292.66,1947.45,356.25,2.5,Low,0.0
3614.02,4034.21,0.21,2963.34,766.0,0.13,181.87,637.82,4245.9,1470.3,4.9,Medium,0.0
2779.88,2458.82,0.26,2574.65,703.0,0.32,632.17,177.98,2107.03,300.0,76.6,High,321.06
4901.9,2474.57,0.33,3290.84,702.0,0.14,624.75,397.56,2317.35,1336.84,38.4,High,2427.33
5524.03,3049.45,0.19,2638.43,694.0,0.16,347.43,606.53,2229.71,2146.0,88.1,Medium,2474.58
3254.2,2740.0,0.16,2253.54,602.0,0.21,681.61,477.01,1921.14,1299.95,9.1,Low,514.2
3649.63,1594.93,0.16,3263.3,595.0,0.11,336.61,439.21,1000.0,1172.35,46.2,High,2054.7
2884.93,2684.8,0.36,2735.89,719.0,0.5,651.87,840.95,2479.87,1753.49,83.3,Low,200.13
4103.22,3408.33,0.28,2797.94,649.0,0.44,571.92,351.47,1366.01,1442.99,9.9,Low,694.89
4768.91,1688.52,0.25,2566.43,741.0,0.34,325.55,710.79,1137.22,1376.58,53.2,Low,3080.39
3181.97,2445.07,0.19,2846.89,807.0,0.17,528.21,663.21,1000.0,1290.06,96.5,Low,736.9
4551.4,3540.8,0.09,3929.6,639.0,0.29,789.04,488.86,1996.04,1359.26,99.0,Low,1010.6
3435.79,1787.69,0.24,3565.88,752.0,0.19,516.25,154.07,1991.48,1129.81,27.4,Low,1648.1
4064.85,3149.12,0.29,3156.36,622.0,0.53,453.53,670.31,1825.0,959.12,46.8,High,915.73
3337.68,3131.63,0.32,2633.47,708.0,0.22,565.56,439.11,2319.7,1200.3,9.4,Medium,206.05
3374.92,4718.17,0.38,3863.29,677.0,0.36,527.88,456.4,2245.69,1521.3,31.7,Low,0.0
5648.53,4100.86,0.24,2741.21,721.0,0.27,362.03,551.62,2644.91,1671.27,69.9,Low,1547.67
5018.91,3206.89,0.05,3687.43,629.0,0.53,499.13,562.41,3039.23,1529.72,57.6,High,1812.02
3459.71,3007.72,0.27,2128.75,674.0,0.5,311.31,439.2,2412.54,850.78,57.4,Low,451.99
6256.88,4736.42,0.38,2677.07,634.0,0.49,972.68,710.08,1759.63,982.62,46.1,Low,1520.46
5411.25,2735.63,0.22,2999.41,728.0,0.3,422.93,444.74,2285.16,2025.0,83.2,Low,2675.62
1818.94,2323.98,0.18,3037.3,686.0,0.5,335.67,295.75,2342.52,1432.9,91.1,Low,0.0
5174.97,3141.27,0.27,2379.14,686.0,0.25,262.04,460.93,3113.47,1461.15,50.5,High,2033.7
2473.08,2430.52,0.38,3160.06,615.0,0.56,381.69,619.72,1550.85,1091.69,29.5,Medium,42.56
5640.42,3730.16,0.28,3145.3,692.0,0.29,363.17,582.11,2198.75,833.25,89.5,Low,1910.26
3900.79,2234.91,0.38,2803.2,716.0,0.13,532.42,491.3,1270.7,1344.26,23.8,Medium,1665.88
4044.47,2076.49,0.22,2375.21,740.0,0.12,413.36,317.81,1753.23,1094.21,43.3,Low,1967.98
3441.08,2433.06,0.12,2423.31,668.0,0.11,484.03,193.29,2597.37,1275.9,90.4,Low,1008.02
3310.43,2611.92,0.3,2468.87,670.0,0.32,702.11,287.87,1988.78,1616.7,4.7,Medium,698.51
4449.06,3172.93,0.31,3056.07,649.0,0.22,640.22,330.64,1430.24,1451.3,78.9,Low,1276.13
4979.17,1483.44,0.26,2324.15,707.0,0.19,689.15,601.34,1123.95,1063.24,8.0,Medium,3495.73
2223.77,1831.22,0.4,2779.55,602.0,0.45,519.0,662.48,2465.43,1048.17,33.6,Medium,392.55
3784.07,2548.07,0.39,2452.14,703.0,0.55,944.88,529.71,3712.09,1633.96,19.1,Low,1236.0
4544.68,3178.58,0.38,2807.31,671.0,0.47,521.69,301.9,1646.0,1030.8,91.8,Medium,1366.1
2597.03,4030.72,0.35,2296.27,772.0,0.22,574.15,525.81,2011.39,1209.59,18.3,Medium,0.0
2557.58,3116.78,0.06,2115.26,685.0,0.47,517.01,647.54,2443.87,1127.09,37.2,Low,0.0
2943.7,2116.94,0.12,2877.6,703.0,0.6,516.48,925.69,1648.02,1104.56,51.5,Medium,826.76
2018.05,3643.42,0.26,2439.22,747.0,0.23,342.92,745.89,2116.14,1009.84,91.7,Low,0.0
1269.43,1948.39,0.1,2676.06,720.0,0.39,500.71,531.18,2666.9,1210.15,99.9,Low,0.0
5850.03,3600.78,0.34,3021.81,640.0,0.21,0.76,268.55,2139.14,1292.33,60.9,Low,2249.25
3195.04,1609.11,0.38,3121.99,655.0,0.55,607.57,277.54,1861.17,1056.35,62.5,High,1585.93
3535.09,4714.95,0.14,3236.71,657.0,0.25,719.36,351.95,2341.1,951.21,36.1,Low,0.0
4883.1,2953.04,0.33,2662.07,702.0,0.55,567.79,496.18,2411.39,1324.95,45.0,High,1930.06
2723.47,4130.9,0.22,3608.46,726.0,0.52,734.25,536.18,2159.88,1990.13,11.5,High,0.0
3857.32,2987.43,0.36,1991.53,665.0,0.44,743.16,474.4,1547.33,971.23,8.9,Low,869.89
1762.91,2523.27,0.17,3078.71,719.0,0.36,626.41,471.16,2694.49,467.95,67.5,Medium,0.0
4595.14,1833.89,0.08,2525.23,634.0,0.38,436.57,1049.52,3700.56,1568.42,38.8,High,2761.25
4139.34,2785.84,0.07,3251.07,687.0,0.58,700.75,212.06,1940.04,1460.32,54.6,Medium,1353.5
4572.35,2275.15,0.33,2277.32,730.0,0.5,555.67,422.44,3333.4,1227.6,39.9,High,2297.2
5238.6,3181.18,0.19,2859.72,714.0,0.53,210.34,360.5,2024.95,1343.61,62.5,Low,2057.42
3818.35,2061.48,0.19,3270.15,741.0,0.22,606.92,802.26,2039.84,1649.89,68.6,Medium,1756.87
4353.8,1791.33,0.1,2447.53,707.0,0.37,279.4,849.96,2377.79,504.54,63.8,Low,2562.47
4033.62,2011.96,0.16,2974.18,670.0,0.44,656.94,364.46,2860.72,991.98,16.9,Low,2021.66
3698.63,2624.57,0.32,2752.33,706.0,0.23,408.45,449.06,2378.68,1432.05,25.6,Low,1074.06
4272.22,3129.66,0.09,2256.99,675.0,0.52,600.79,392.68,1334.51,1050.93,86.9,High,1142.56
5191.39,3030.33,0.19,3547.59,716.0,0.56,537.83,625.61,1980.08,1178.63,43.3,High,2161.06
4223.84,2744.66,0.33,3794.28,663.0,0.28,300.12,290.59,2450.63,1194.29,21.8,Medium,1479.18
3415.3,4704.47,0.37,2505.83,623.0,0.37,369.4,435.12,1906.64,1671.98,77.5,Medium,0.0
3085.25,2467.19,0.19,2588.05,657.0,0.25,633.99,472.1,1373.17,1940.54,95.1,Low,618.06
4573.19,3445.29,0.06,3403.07,642.0,0.35,670.77,389.18,2505.42,1979.87,67.2,Medium,1127.9
2675.59,3161.37,0.21,3754.86,679.0,0.21,306.99,248.63,1759.86,1496.01,46.2,High,0.0
2206.67,3300.0,0.06,2431.57,659.0,0.57,672.7,89.76,1114.99,748.39,28.1,Low,0.0
4274.77,2949.71,0.34,3259.04,607.0,0.16,159.55,822.67,2285.4,1331.74,24.4,Medium,1325.06
3072.97,2631.25,0.28,2137.69,647.0,0.49,530.18,524.66,2250.85,318.67,94.6,High,441.72
3708.16,2684.72,0.18,2564.35,644.0,0.49,676.63,557.38,1660.45,1372.48,6.6,High,1023.44
4226.82,4527.52,0.24,2301.23,656.0,0.46,683.38,91.09,2126.5,1049.13,79.8,Low,0.0
3100.33,1970.17,0.12,2793.26,681.0,0.28,607.58,598.01,1935.92,1061.58,61.9,Low,1130.16
4236.99,2504.12,0.18,2546.93,692.0,0.4,262.39,441.42,2626.31,802.95,16.9,Low,1732.87
2922.2,2701.92,0.2,2673.81,612.0,0.25,544.74,649.32,2203.48,941.17,7.7,Low,220.28
4263.67,3041.9,0.18,2968.67,660.0,0.24,599.31,129.6,2295.86,892.52,51.2,Low,1221.77
3458.05,3106.15,0.12,3102.21,636.0,0.58,623.33,735.6,2930.05,300.0,0.9,Low,351.9
5396.13,2530.7,0.36,2698.83,604.0,0.14,562.63,391.64,2880.23,593.82,55.1,Medium,2865.43
4949.43,1950.65,0.28,2458.55,764.0,0.39,449.72,119.86,1758.4,1263.84,57.8,Medium,2998.78
4403.65,596.25,0.06,2692.09,696.0,0.25,706.83,629.58,2528.88,1471.68,88.0,Low,3807.4
3335.29,4431.57,0.3,2721.65,686.0,0.24,386.68,522.07,2007.5,2096.34,82.4,High,0.0
3396.12,3121.91,0.26,2760.99,651.0,0.4,380.08,253.96,1845.56,1897.05,49.8,Low,274.21
4066.63,4792.55,0.15,2376.57,666.0,0.11,332.83,401.36,2540.26,1573.09,41.7,Low,0.0
2558.08,2852.04,0.2,2908.77,798.0,0.47,472.82,315.86,2812.71,1459.11,76.9,Low,0.0
3762.0,3573.26,0.33,3385.31,668.0,0.56,932.6,318.21,3012.81,782.06,35.9,Medium,188.74
3570.21,3878.51,0.33,2523.44,691.0,0.52,482.56,649.85,1484.72,1320.75,93.3,Low,0.0
3419.02,4038.07,0.25,3280.58,800.0,0.13,193.55,606.16,2286.08,1614.9,93.5,Low,0.0
5262.83,1927.35,0.3,2331.17,810.0,0.55,421.44,575.95,2734.46,1026.95,18.2,Low,3335.48
3854.89,2443.44,0.14,2346.98,719.0,0.17,477.79,753.26,1740.0,1086.19,20.0,Medium,1411.45
4729.02,4744.34,0.15,2857.35,716.0,0.13,175.21,420.68,2694.59,300.0,11.6,Medium,0.0
3654.53,2193.02,0.13,3017.54,560.0,0.3,235.67,1107.33,3528.84,1652.22,23.5,Low,1461.51
4176.06,3504.28,0.07,2409.61,701.0,0.5,283.92,246.48,1775.58,2600.26,54.8,High,671.78
3102.43,3282.15,0.17,3321.94,694.0,0.19,499.21,373.02,2765.77,902.95,16.5,High,0.0
4387.46,2614.0,0.29,2840.96,678.0,0.1,766.81,418.04,2376.36,1227.05,44.4,Low,1773.46
4754.98,2735.61,0.25,2969.1,633.0,0.21,666.56,580.17,2177.99,1645.7,18.8,Low,2019.37
5579.55,1998.59,0.29,2276.64,622.0,0.51,632.87,349.68,1714.04,302.28,56.8,High,3580.96
4648.23,2990.2,0.12,3037.35,634.0,0.27,600.86,627.91,1308.18,1771.82,63.9,Low,1658.03
2880.75,2088.78,0.09,2671.61,700.0,0.56,592.21,630.94,1910.13,1620.44,34.9,Medium,791.97
2052.62,3915.82,0.18,2518.78,673.0,0.39,502.51,349.66,3016.01,1934.23,33.2,Medium,0.0
5496.62,3475.36,0.28,3069.8,724.0,0.4,738.8,586.42,2355.69,828.69,31.5,Low,2021.26
4443.96,1866.36,0.38,2084.6,681.0,0.18,448.94,461.75,1671.16,1818.73,22.8,High,2577.6
2435.41,2695.54,0.06,2527.42,692.0,0.31,745.68,332.73,2472.63,1311.05,25.2,High,0.0
3093.8,3327.55,0.25,2987.48,777.0,0.33,473.49,558.65,2294.99,638.33,42.0,High,0.0
4615.7,3231.27,0.37,3021.24,661.0,0.11,153.5,228.43,1757.32,428.9,55.6,High,1384.43
3928.51,3113.71,0.13,3028.4,632.0,0.58,642.56,478.36,1006.97,513.81,66.4,Low,814.8
2112.75,2620.95,0.18,2930.49,661.0,0.18,289.2,299.8,2587.25,1158.33,16.7,High,0.0
5219.66,2336.39,0.1,3586.82,648.0,0.56,710.58,329.86,1831.12,2263.74,97.5,Low,2883.27
4946.59,3811.21,0.27,2769.65,622.0,0.46,336.92,456.76,1847.29,1138.92,63.5,Low,1135.38
2973.34,4225.71,0.17,3276.93,700.0,0.43,669.32,795.14,2676.45,1313.85,90.3,Low,0.0
1789.65,4311.9,0.1,3790.92,591.0,0.49,814.75,554.72,2337.8,593.72,75.7,Low,0.0
5224.27,2935.97,0.12,2229.61,645.0,0.19,527.41,424.75,2231.63,470.65,34.3,High,2288.3
5699.57,3825.34,0.08,2782.39,666.0,0.24,686.07,505.08,1389.66,885.31,86.2,Medium,1874.23
2503.84,3968.01,0.14,2682.67,679.0,0.35,622.72,645.57,2715.61,1265.36,68.7,Medium,0.0
3535.93,3203.36,0.39,2349.47,669.0,0.43,635.05,642.55,1956.51,1308.04,8.6,Low,332.57
