age,gender,education_level,job_title,monthly_income_usd,credit_score
56,Female,Master,Manager,3880.61,733
26,Female,Bachelor,Teacher,995.37,820
69,Male,Master,Unemployed,1640.38,459
35,Other,Bachelor,Engineer,5061.13,779
35,Female,High School,Driver,744.1,789
36,Male,Bachelor,Driver,1314.39,595
60,Male,Bachelor,Accountant,1408.0,571
30,Male,Master,Salesperson,4756.04,633
29,Male,Master,Salesperson,5615.09,799
31,Female,Bachelor,Driver,500.0,459
33,Male,Bachelor,Student,4956.69,576
27,Male,Other,Driver,4711.73,316
20,Female,Bachelor,Driver,721.61,651
51,Female,Bachelor,Salesperson,3363.7,364
18,Female,PhD,Accountant,6457.31,776
25,Male,Master,Engineer,5088.69,773
65,Female,Bachelor,Manager,3433.94,740
35,Female,High School,Teacher,534.45,818
50,Male,Master,Teacher,3577.23,786
53,Female,Master,Student,5233.09,562
29,Female,High School,Salesperson,4660.55,358
36,Female,Master,Accountant,1084.95,487
53,Female,High School,Doctor,6882.21,373
66,Female,High School,Accountant,3805.62,599
31,Female,Master,Unemployed,3247.78,793
33,Male,Bachelor,Manager,500.0,450
32,Female,Bachelor,Accountant,4891.44,354
59,Male,Bachelor,Doctor,1824.83,637
67,Female,High School,Student,4858.26,644
22,Female,Bachelor,Teacher,4794.15,551
18,Female,Bachelor,Driver,1804.12,388
52,Female,Master,Driver,2355.27,409
42,Female,Bachelor,Teacher,500.0,821
47,Female,Master,Engineer,5150.08,542
25,Male,High School,Accountant,4136.72,647
32,Female,High School,Unemployed,1035.49,527
65,Male,High School,Teacher,2391.83,546
38,Male,High School,Engineer,5265.84,494
28,Male,High School,Engineer,1398.26,797
33,Female,Master,Salesperson,4485.24,330
29,Male,Master,Teacher,6011.21,609
53,Male,Master,Student,4665.25,783
65,Female,Master,Engineer,6392.15,426
37,Female,Bachelor,Engineer,500.0,464
44,Male,Bachelor,Salesperson,3206.37,624
18,Male,Bachelor,Teacher,500.0,438
41,Female,Master,Salesperson,1205.53,624
43,Female,Bachelor,Engineer,3997.87,307
31,Male,Bachelor,Driver,2262.63,600
59,Male,Bachelor,Teacher,2773.92,620
21,Male,Bachelor,Accountant,2423.62,582
39,Male,Bachelor,Salesperson,7201.16,788
30,Male,Bachelor,Unemployed,4881.23,472
32,Female,Master,Driver,2555.6,767
60,Male,Bachelor,Student,1509.66,693
67,Female,Master,Manager,2124.3,478
32,Male,Bachelor,Engineer,2655.68,466
28,Male,Master,Accountant,5397.59,790
40,Male,Master,Salesperson,5427.07,599
65,Female,Bachelor,Student,5596.21,574
18,Female,Bachelor,Engineer,4432.78,323
51,Male,Master,Unemployed,2946.6,384
28,Female,Bachelor,Accountant,2681.19,663
31,Female,Master,Unemployed,5320.54,458
21,Female,High School,Teacher,8721.33,466
51,Female,High School,Accountant,4941.81,597
51,Male,Master,Doctor,4533.12,323
67,Other,Master,Salesperson,2487.41,354
66,Male,Master,Engineer,1937.75,411
29,Female,Master,Driver,2369.73,538
43,Male,Master,Accountant,4481.56,573
30,Female,Master,Manager,5243.58,834
69,Other,Master,Unemployed,3417.86,534
35,Female,Bachelor,Engineer,3438.28,440
49,Female,Bachelor,Driver,1168.66,481
42,Male,Bachelor,Unemployed,8715.87,382
55,Female,Master,Doctor,2952.68,394
49,Female,High School,Unemployed,3041.72,310
36,Male,Other,Manager,6073.01,621
24,Male,Bachelor,Student,3777.53,753
27,Female,Bachelor,Manager,3164.91,703
22,Male,Master,Engineer,5779.58,776
58,Male,Bachelor,Driver,6205.64,687
47,Female,High School,Teacher,5956.83,523
63,Male,Other,Doctor,4628.34,691
56,Female,Master,Driver,5547.92,474
56,Female,Master,Driver,5063.35,438
68,Female,Bachelor,Unemployed,4860.09,719
56,Other,Bachelor,Unemployed,2649.98,455
64,Male,Master,Student,7009.78,376
39,Female,Bachelor,Manager,3821.3,330
37,Male,Bachelor,Accountant,2052.48,718
57,Female,High School,Teacher,3434.74,799
60,Male,Master,Salesperson,4263.23,450
30,Male,High School,Manager,6898.8,445
52,Male,Master,Doctor,2074.55,703
69,Female,Bachelor,Manager,4468.28,403
69,Female,Master,Doctor,2049.69,838
21,Male,PhD,Doctor,8132.99,412
64,Female,Master,Driver,1991.05,844
19,Female,Bachelor,Manager,4236.58,314
57,Male,Master,Doctor,2590.55,657
25,Male,Bachelor,Teacher,4896.51,415
36,Female,Bachelor,Accountant,4268.44,553
53,Male,Bachelor,Teacher,3564.42,381
45,Male,Master,Manager,4560.49,343
26,Female,Bachelor,Teacher,5042.81,830
33,Female,Bachelor,Accountant,1742.25,477
25,Male,Bachelor,Teacher,5510.56,729
68,Male,High School,Doctor,3361.61,472
54,Male,High School,Engineer,2377.07,363
37,Male,Bachelor,Driver,3919.6,814
27,Male,High School,Teacher,2440.76,522
54,Male,Master,Doctor,4763.34,371
53,Female,PhD,Unemployed,2065.8,389
31,Male,PhD,Engineer,6161.27,727
22,Female,Bachelor,Student,3567.87,785
49,Male,Bachelor,Accountant,3504.97,822
24,Other,Master,Doctor,2784.56,733
26,Female,PhD,Engineer,4722.22,456
18,Male,Master,Accountant,4435.19,348
51,Male,Bachelor,Engineer,1319.4,763
44,Female,Bachelor,Accountant,3718.25,539
35,Male,Master,Accountant,5029.62,527
68,Female,Master,Student,9032.15,433
68,Female,Bachelor,Student,3460.82,389
68,Male,Master,Teacher,2783.5,758
36,Male,PhD,Manager,1134.05,499
64,Female,Bachelor,Engineer,3215.39,754
19,Female,High School,Unemployed,4911.75,830
58,Female,High School,Driver,4516.16,842
53,Male,Bachelor,Doctor,3129.8,570
19,Female,High School,Accountant,5103.41,597
34,Male,Bachelor,Driver,4331.75,462
53,Female,Bachelor,Driver,2472.7,483
52,Female,Master,Engineer,4860.56,708
57,Male,PhD,Driver,2283.93,514
39,Female,Master,Salesperson,2526.18,792
54,Male,Master,Driver,8102.55,635
39,Male,PhD,Accountant,3878.25,402
57,Male,Other,Salesperson,500.0,403
26,Male,Master,Teacher,4300.76,522
66,Female,Other,Manager,510.6,304
35,Female,Master,Unemployed,4731.05,530
44,Female,High School,Driver,3947.0,847
18,Female,Master,Teacher,3583.09,577
38,Female,Master,Doctor,1365.25,679
18,Female,High School,Accountant,3539.97,401
51,Male,High School,Unemployed,4552.9,481
46,Male,Bachelor,Accountant,7243.25,799
67,Female,Other,Engineer,4543.83,539
54,Male,Bachelor,Student,7546.39,318
55,Male,Bachelor,Manager,5804.66,611
22,Female,Bachelor,Salesperson,5737.77,546
32,Male,Bachelor,Salesperson,5474.21,679
26,Female,High School,Engineer,4807.74,665
56,Male,High School,Manager,2266.38,491
46,Male,Bachelor,Engineer,2964.72,462
63,Male,Bachelor,Unemployed,1678.05,691
43,Female,Master,Engineer,1387.54,540
56,Other,High School,Manager,1973.33,815
45,Female,Master,Doctor,3985.94,792
26,Male,Bachelor,Accountant,2289.46,523
45,Male,Bachelor,Manager,4917.14,723
31,Female,High School,Student,4180.18,827
62,Male,Master,Unemployed,2373.64,733
59,Female,Master,Student,6311.7,831
50,Male,Bachelor,Unemployed,2216.37,553
18,Male,Bachelor,Engineer,5162.78,360
56,Female,Master,Unemployed,5597.54,381
57,Female,Bachelor,Doctor,4475.81,735
64,Male,Bachelor,Driver,4707.73,459
48,Male,Bachelor,Student,6769.29,739
69,Female,High School,Manager,2511.36,720
41,Female,Bachelor,Salesperson,3878.44,726
18,Female,Master,Teacher,8832.07,349
52,Male,Bachelor,Student,712.91,738
40,Other,Master,Doctor,1039.55,378
37,Male,PhD,Salesperson,500.0,675
54,Female,Bachelor,Driver,7474.79,498
68,Female,Master,Teacher,7846.27,569
23,Male,Master,Manager,3251.02,797
64,Female,Master,Manager,5440.52,787
20,Female,Bachelor,Accountant,1629.97,444
30,Male,High School,Manager,3454.4,570
67,Male,Master,Driver,5910.36,364
39,Female,Master,Driver,4291.55,424
42,Male,Master,Manager,5018.37,428
69,Female,Master,Accountant,5998.91,620
59,Female,Bachelor,Salesperson,6162.3,599
23,Male,Master,Salesperson,3476.95,314
24,Female,Bachelor,Accountant,6355.37,543
47,Male,Bachelor,Teacher,5228.76,674
62,Male,Bachelor,Teacher,4945.04,657
40,Female,PhD,Unemployed,1083.65,502
36,Female,Master,Teacher,5498.96,489
27,Male,Master,Manager,1796.42,595
29,Male,PhD,Teacher,5821.74,502
37,Female,High School,Teacher,5639.88,440
20,Female,High School,Engineer,4004.91,832
63,Female,High School,Doctor,2084.51,801
32,Male,Master,Accountant,5472.56,749
27,Male,High School,Unemployed,8951.95,556
67,Male,Bachelor,Accountant,2758.39,640
34,Other,Bachelor,Manager,3754.33,478
24,Female,High School,Driver,4267.92,424
40,Male,Bachelor,Driver,1875.81,731
34,Female,Other,Student,2933.64,423
52,Female,Other,Driver,3471.35,543
49,Male,Other,Accountant,6619.21,512
35,Male,PhD,Student,1087.62,540
55,Male,Master,Engineer,5586.46,478
61,Male,PhD,Engineer,3183.4,391
49,Other,Master,Unemployed,4053.6,660
52,Female,High School,Student,4427.64,474
56,Male,Bachelor,Manager,3420.86,533
66,Male,Bachelor,Accountant,3118.62,367
48,Female,Master,Engineer,4846.41,782
62,Male,Bachelor,Salesperson,5462.15,661
28,Female,Bachelor,Manager,1892.77,435
42,Female,Bachelor,Driver,2107.93,646
22,Male,Bachelor,Engineer,4991.15,605
55,Male,High School,Student,3501.48,630
29,Male,High School,Accountant,5958.0,489
33,Other,Master,Engineer,754.63,528
43,Male,High School,Salesperson,2657.48,513
44,Female,Bachelor,Manager,3110.78,400
66,Female,High School,Unemployed,4839.75,603
32,Female,Master,Driver,5763.58,827
36,Female,Bachelor,Student,5772.99,748
54,Male,Other,Manager,5639.75,568
64,Male,High School,Doctor,4766.6,503
48,Female,Master,Unemployed,5098.67,764
30,Female,Bachelor,Salesperson,6298.55,849
41,Male,Master,Manager,5494.26,525
63,Female,High School,Student,1493.68,838
58,Male,Master,Engineer,2003.08,405
69,Female,PhD,Engineer,3104.92,324
64,Female,Bachelor,Doctor,2399.99,656
29,Male,High School,Manager,500.0,738
36,Male,High School,Student,4877.6,744
26,Male,Bachelor,Unemployed,2872.27,471
53,Female,Master,Teacher,5304.46,792
30,Female,Bachelor,Teacher,2369.68,789
57,Male,High School,Doctor,4773.0,831
51,Female,High School,Driver,3822.73,424
46,Male,Other,Doctor,4991.52,540
44,Male,High School,Driver,3196.55,565
66,Male,Bachelor,Unemployed,4840.12,739
41,Female,Bachelor,Manager,5492.97,398
59,Female,Bachelor,Accountant,7330.03,511
52,Female,High School,Unemployed,2164.56,422
44,Male,Bachelor,Doctor,2280.31,582
43,Female,Bachelor,Student,2545.91,549
26,Female,Bachelor,Manager,6378.94,782
40,Female,Master,Unemployed,4205.06,444
46,Male,Bachelor,Student,3568.94,751
34,Female,PhD,Accountant,4485.3,591
41,Other,High School,Doctor,6866.1,380
64,Female,Bachelor,Manager,5829.43,610
29,Male,Bachelor,Driver,3591.51,419
23,Male,Master,Unemployed,2900.14,776
22,Male,PhD,Unemployed,4311.52,565
44,Male,Master,Driver,5084.9,647
64,Female,Master,Driver,4728.0,540
26,Male,High School,Unemployed,7370.96,470
26,Female,Bachelor,Manager,8927.63,595
45,Other,Bachelor,Manager,4183.07,711
44,Male,Bachelor,Driver,4261.35,628
24,Female,High School,Unemployed,7393.96,499
48,Female,Master,Accountant,3487.93,488
59,Male,Bachelor,Engineer,3547.43,771
18,Female,Bachelor,Doctor,2333.86,709
37,Female,Master,Student,3896.24,343
41,Female,High School,Doctor,2563.4,383
39,Other,Master,Salesperson,2973.76,343
50,Female,Bachelor,Teacher,4175.16,762
41,Female,High School,Engineer,3325.92,735
36,Other,Master,Accountant,6249.21,633
43,Female,High School,Engineer,3307.48,385
38,Female,Bachelor,Engineer,6225.44,364
31,Female,Master,Driver,6426.78,627
19,Female,High School,Unemployed,2675.04,769
35,Male,Other,Unemployed,5657.04,644
55,Male,Bachelor,Doctor,8008.09,708
27,Male,Master,Manager,3741.32,363
56,Female,High School,Driver,7492.19,761
22,Female,Other,Doctor,2448.23,339
59,Male,High School,Accountant,2618.99,736
59,Female,Other,Student,6139.69,738
34,Male,Master,Engineer,706.0,451
27,Female,Bachelor,Engineer,5598.14,767
25,Male,Bachelor,Unemployed,2202.36,785
61,Male,Bachelor,Unemployed,2899.54,569
49,Male,Bachelor,Teacher,5723.51,728
22,Male,Master,Accountant,4012.12,823
26,Male,Master,Engineer,3071.95,496
33,Female,High School,Accountant,6125.81,713
66,Male,Master,Accountant,2819.85,744
45,Male,Bachelor,Engineer,4514.74,815
42,Other,Bachelor,Salesperson,7141.98,342
38,Other,Master,Engineer,6663.42,514
61,Female,Bachelor,Accountant,4961.52,833
51,Female,Bachelor,Accountant,4205.54,642
49,Male,Bachelor,Teacher,3458.62,734
35,Female,PhD,Accountant,3250.7,342
48,Male,Master,Engineer,6456.44,618
34,Other,High School,Engineer,5412.65,548
28,Female,Master,Manager,831.14,477
44,Female,Bachelor,Accountant,1917.84,617
52,Other,Bachelor,Unemployed,1801.78,674
18,Female,High School,Driver,5245.07,413
51,Male,Master,Accountant,500.0,717
58,Female,High School,Salesperson,3686.38,739
23,Male,High School,Engineer,3925.86,347
63,Female,Bachelor,Unemployed,3610.08,763
52,Female,Master,Engineer,4462.51,535
21,Male,High School,Accountant,6699.13,463
20,Male,Bachelor,Accountant,4451.75,657
38,Male,High School,Driver,5661.57,604
50,Female,High School,Accountant,2347.66,541
22,Female,Master,Salesperson,4356.81,522
57,Male,Bachelor,Salesperson,5199.19,782
58,Male,Master,Student,4137.28,483
44,Male,Bachelor,Engineer,6392.61,371
50,Male,Bachelor,Doctor,5511.02,389
31,Male,Bachelor,Engineer,1743.87,774
42,Male,Bachelor,Driver,3965.6,535
53,Female,Master,Engineer,859.61,307
40,Female,Master,Salesperson,5266.22,442
59,Female,Bachelor,Driver,5748.71,736
38,Female,Bachelor,Engineer,1430.84,482
19,Female,Master,Driver,1383.76,398
58,Male,Bachelor,Accountant,3205.49,502
27,Female,Bachelor,Driver,4325.31,346
36,Female,Master,Teacher,3274.74,778
22,Female,Bachelor,Doctor,4743.35,375
39,Male,Bachelor,Driver,7973.04,627
30,Female,High School,Engineer,5190.95,577
27,Male,High School,Unemployed,639.15,569
42,Male,Master,Teacher,4471.62,346
48,Male,High School,Salesperson,5201.34,786
21,Male,High School,Engineer,2673.66,672
39,Female,Master,Student,2915.32,344
37,Male,High School,Engineer,1911.25,655
64,Female,High School,Engineer,1251.65,444
25,Female,PhD,Manager,500.0,480
66,Female,High School,Salesperson,6903.64,848
49,Female,Master,Engineer,4100.33,619
19,Male,Other,Teacher,5942.89,422
67,Male,Bachelor,Manager,6408.67,728
66,Male,Master,Driver,2367.02,648
45,Female,Bachelor,Manager,4961.82,604
68,Male,Bachelor,Salesperson,4495.8,661
30,Female,Bachelor,Student,7805.85,507
22,Male,Master,Salesperson,3578.36,703
45,Male,Master,Engineer,658.38,600
46,Male,Master,Engineer,2383.35,810
52,Male,Bachelor,Engineer,3331.81,663
21,Male,Bachelor,Doctor,4137.08,481
43,Male,Master,Engineer,4406.39,670
29,Male,High School,Unemployed,2524.05,326
38,Female,Master,Doctor,2288.97,305
27,Male,Bachelor,Manager,912.84,310
63,Female,Bachelor,Accountant,3037.03,316
55,Male,Bachelor,Manager,4300.28,668
53,Female,High School,Unemployed,3873.04,577
53,Female,Master,Manager,1745.78,460
32,Female,Bachelor,Manager,6075.86,601
61,Female,Bachelor,Manager,6216.3,787
19,Female,Bachelor,Teacher,3519.88,621
42,Male,Bachelor,Teacher,3629.77,475
55,Male,Master,Driver,2847.5,769
41,Male,High School,Driver,3269.21,445
39,Male,Bachelor,Driver,2780.91,409
63,Male,PhD,Accountant,4540.4,370
56,Female,Master,Salesperson,2491.76,325
23,Male,Master,Teacher,8987.17,764
31,Female,Bachelor,Accountant,6403.4,433
18,Male,Master,Accountant,709.95,772
58,Male,Master,Doctor,6708.02,341
23,Male,Bachelor,Salesperson,939.24,558
35,Male,Bachelor,Manager,7704.9,735
19,Female,High School,Manager,1803.12,458
28,Female,Bachelor,Driver,5630.32,716
28,Female,Master,Driver,8612.82,503
24,Female,Bachelor,Driver,4016.61,313
39,Female,Bachelor,Driver,500.0,522
49,Male,Bachelor,Unemployed,7172.13,579
60,Female,Other,Accountant,3871.06,343
36,Female,PhD,Doctor,5002.34,671
22,Female,Bachelor,Teacher,3644.82,378
24,Female,Bachelor,Doctor,2293.5,402
66,Female,Bachelor,Salesperson,6036.38,668
31,Female,Other,Student,1925.05,344
27,Male,Bachelor,Driver,1509.94,604
34,Male,Master,Doctor,825.97,792
49,Female,Bachelor,Driver,4295.58,349
28,Female,Master,Engineer,2845.85,781
39,Male,Bachelor,Student,3348.09,614
52,Female,Master,Student,3424.99,364
58,Female,Bachelor,Teacher,500.0,535
46,Female,Master,Driver,967.53,580
22,Other,High School,Doctor,2930.92,622
34,Male,Other,Driver,3853.83,677
24,Male,Bachelor,Student,2335.01,463
37,Female,Bachelor,Student,6784.68,751
40,Male,Master,Accountant,5900.29,847
64,Male,Bachelor,Doctor,1737.59,505
68,Female,Bachelor,Salesperson,6016.53,668
40,Female,Other,Driver,3724.82,787
56,Female,Bachelor,Unemployed,2621.08,341
20,Male,Bachelor,Salesperson,6350.26,500
42,Male,Master,Salesperson,5070.3,345
31,Male,Master,Driver,3148.06,690
33,Male,Master,Salesperson,3781.91,458
35,Male,Other,Manager,4836.17,485
24,Female,High School,Doctor,3511.78,374
23,Female,Bachelor,Teacher,1401.35,338
35,Male,Bachelor,Salesperson,5333.21,515
21,Male,Bachelor,Accountant,9510.72,328
28,Female,Master,Student,2983.44,673
65,Male,Bachelor,Doctor,4091.66,567
32,Female,High School,Accountant,6259.29,779
69,Female,Bachelor,Student,5138.89,823
46,Male,Bachelor,Engineer,3800.05,422
62,Female,PhD,Student,2838.09,381
41,Male,High School,Accountant,5046.77,420
29,Other,Bachelor,Accountant,5210.46,418
19,Female,Master,Teacher,5881.33,552
33,Male,Master,Teacher,2329.09,519
43,Male,Bachelor,Manager,2110.12,759
19,Female,High School,Student,6580.17,567
36,Female,Master,Student,3470.22,564
33,Female,High School,Student,4229.18,742
68,Female,High School,Manager,3789.52,627
68,Male,Bachelor,Manager,3220.73,515
36,Male,PhD,Driver,3852.64,463
26,Female,Bachelor,Salesperson,2209.48,679
28,Female,Bachelor,Driver,5741.46,702
58,Female,PhD,Teacher,4443.81,634
48,Male,Master,Teacher,4115.94,781
28,Female,Bachelor,Driver,2340.95,357
62,Female,Master,Teacher,6157.18,671
59,Male,Bachelor,Doctor,7889.54,393
39,Male,High School,Engineer,2912.69,665
69,Male,High School,Teacher,4291.82,477
24,Female,Bachelor,Doctor,2564.19,576
53,Female,Other,Driver,5640.79,546
57,Female,Bachelor,Teacher,4672.37,594
39,Male,PhD,Doctor,1154.9,363
57,Male,Master,Manager,890.97,456
24,Female,Bachelor,Unemployed,4978.26,346
25,Female,Other,Accountant,2245.92,361
32,Female,Bachelor,Student,3771.14,517
29,Male,Bachelor,Engineer,5974.94,354
31,Female,PhD,Engineer,5329.24,822
57,Male,High School,Engineer,2239.7,696
23,Female,High School,Unemployed,3395.54,315
40,Female,Other,Accountant,4679.45,394
64,Male,Master,Salesperson,1806.65,693
67,Male,High School,Driver,7801.84,688
35,Female,High School,Driver,6449.63,606
39,Female,Master,Doctor,2571.31,406
30,Other,Bachelor,Teacher,2403.1,313
55,Female,Other,Doctor,4877.69,421
64,Male,Bachelor,Driver,1618.61,647
45,Male,Bachelor,Engineer,4876.6,615
36,Male,Master,Doctor,2353.03,845
36,Male,Bachelor,Unemployed,5220.15,427
60,Female,Bachelor,Student,2680.01,316
26,Male,Bachelor,Manager,500.0,813
45,Female,Other,Teacher,3806.31,547
18,Female,Master,Salesperson,6770.56,402
62,Female,Bachelor,Manager,5847.41,567
42,Male,PhD,Accountant,2802.12,527
69,Other,Bachelor,Driver,4601.23,646
35,Male,High School,Doctor,1966.27,523
29,Male,Master,Engineer,6080.44,608
20,Female,Master,Student,3731.5,439
67,Male,Bachelor,Doctor,5309.96,830
67,Female,Master,Unemployed,4685.79,389
60,Female,Other,Manager,4930.87,672
53,Female,Other,Manager,3768.27,732
45,Male,Master,Doctor,4484.11,657
23,Female,Master,Accountant,1891.57,689
32,Male,Bachelor,Accountant,3339.89,660
48,Male,Other,Engineer,7761.16,769
23,Male,Bachelor,Doctor,5813.97,770
57,Female,Bachelor,Teacher,7432.3,683
35,Female,High School,Accountant,4454.75,770
64,Female,Bachelor,Doctor,3901.36,530
51,Male,High School,Salesperson,6452.46,603
35,Male,High School,Engineer,9083.68,703
19,Female,Master,Student,3533.19,690
64,Female,Bachelor,Driver,500.0,706
45,Female,Bachelor,Unemployed,2747.22,755
59,Female,High School,Unemployed,2065.43,496
31,Female,High School,Teacher,852.43,676
42,Female,High School,Student,500.0,381
56,Female,Master,Driver,3837.54,487
28,Male,Other,Salesperson,4227.97,604
36,Female,Master,Driver,1994.46,438
39,Other,High School,Driver,6978.36,560
25,Female,PhD,Driver,500.0,724
57,Female,High School,Manager,6183.04,345
55,Male,Bachelor,Manager,5201.31,512
33,Female,High School,Manager,2615.22,778
20,Male,High School,Salesperson,3603.5,628
49,Female,Bachelor,Salesperson,5679.4,427
30,Male,Master,Unemployed,4194.0,502
28,Male,Bachelor,Teacher,2660.73,442
18,Female,High School,Teacher,1750.69,692
30,Female,Master,Teacher,4677.43,821
47,Female,Bachelor,Unemployed,6400.1,696
54,Male,Master,Student,8152.26,621
68,Male,Bachelor,Teacher,3828.48,837
19,Female,Master,Doctor,2271.65,528
22,Female,High School,Student,6187.64,830
53,Male,High School,Unemployed,5282.03,410
47,Male,Bachelor,Engineer,5259.59,629
51,Female,Bachelor,Unemployed,6019.83,649
32,Male,Bachelor,Manager,2418.65,505
59,Female,Bachelor,Unemployed,7319.11,317
42,Male,High School,Teacher,500.0,741
49,Female,Bachelor,Doctor,3567.3,541
35,Female,High School,Manager,5556.43,511
27,Female,Bachelor,Teacher,1880.16,431
19,Male,High School,Manager,2397.73,378
59,Female,Bachelor,Student,4259.09,351
64,Male,Bachelor,Unemployed,634.46,709
66,Female,Master,Doctor,4688.11,500
24,Male,Bachelor,Student,4143.43,641
55,Male,PhD,Manager,758.47,466
59,Female,Master,Salesperson,4970.27,639
31,Female,PhD,Student,2167.28,316
67,Female,Master,Doctor,1386.12,500
49,Male,Bachelor,Engineer,3096.12,473
39,Female,Master,Driver,3805.08,378
21,Female,Bachelor,Student,2169.45,502
34,Male,Bachelor,Student,5352.73,454
46,Female,Master,Driver,8543.31,360
46,Female,Other,Student,4037.41,384
28,Male,High School,Driver,3623.4,803
42,Male,Master,Student,6846.83,371
68,Male,PhD,Doctor,4830.46,511
19,Female,Bachelor,Salesperson,4094.11,633
67,Male,PhD,Driver,2825.34,375
39,Female,Bachelor,Accountant,3771.87,794
35,Female,Bachelor,Salesperson,2025.01,305
22,Male,Master,Manager,2798.47,352
59,Male,Master,Teacher,2850.28,530
67,Male,High School,Student,3739.89,422
27,Female,Other,Student,694.26,500
25,Female,Bachelor,Salesperson,5040.16,600
32,Male,Bachelor,Doctor,4125.61,364
23,Male,High School,Driver,500.0,613
19,Female,Bachelor,Engineer,1823.81,395
63,Female,Bachelor,Doctor,3444.91,533
20,Male,Bachelor,Driver,8381.66,769
41,Male,Master,Accountant,4854.86,408
21,Female,Master,Student,3156.03,555
54,Male,Master,Unemployed,5463.34,663
42,Male,Other,Manager,1707.97,839
54,Female,Master,Unemployed,5752.13,813
19,Male,Bachelor,Manager,500.0,804
28,Male,Bachelor,Manager,5591.65,440
46,Male,Bachelor,Accountant,5415.29,586
33,Female,Master,Teacher,7116.73,453
28,Female,Bachelor,Student,6031.15,423
38,Male,Bachelor,Student,2799.02,626
36,Male,Master,Accountant,5285.03,685
65,Female,PhD,Unemployed,2613.08,618
37,Other,High School,Unemployed,4603.52,483
21,Male,Bachelor,Salesperson,500.0,466
33,Male,High School,Manager,1963.52,319
51,Female,Bachelor,Driver,4483.73,776
55,Female,High School,Driver,3623.77,504
56,Male,Bachelor,Student,1442.07,839
29,Female,High School,Engineer,5351.16,396
50,Other,Other,Unemployed,1733.06,810
32,Male,High School,Driver,4965.04,387
43,Male,High School,Manager,4445.05,654
28,Female,High School,Engineer,2154.0,453
66,Male,PhD,Unemployed,3318.83,730
49,Other,Master,Accountant,5814.91,492
19,Male,PhD,Engineer,4602.03,807
38,Female,Bachelor,Accountant,4555.65,602
43,Male,High School,Accountant,2632.94,474
40,Male,Master,Manager,500.0,429
30,Female,Bachelor,Salesperson,500.0,442
65,Male,Master,Manager,5431.75,304
37,Female,Bachelor,Student,3626.48,616
41,Male,Bachelor,Teacher,3644.26,837
61,Female,Master,Unemployed,5631.43,840
65,Female,Bachelor,Doctor,1882.41,622
63,Male,Bachelor,Driver,6253.05,335
28,Female,Bachelor,Unemployed,1865.74,547
61,Male,High School,Teacher,7410.16,644
38,Female,Bachelor,Doctor,500.0,364
34,Female,Bachelor,Doctor,4024.45,484
36,Male,Bachelor,Salesperson,3780.79,407
66,Female,Master,Manager,5907.92,504
25,Male,Bachelor,Salesperson,4217.82,800
44,Female,Bachelor,Doctor,1832.41,734
40,Female,Bachelor,Salesperson,5285.17,845
27,Male,Master,Student,5057.22,758
55,Female,Other,Manager,5754.87,782
30,Male,Bachelor,Doctor,3448.43,842
42,Female,High School,Teacher,5619.7,831
45,Female,Master,Teacher,5802.78,324
29,Male,Master,Teacher,2139.88,367
31,Other,Master,Doctor,1393.76,726
20,Female,Bachelor,Manager,4192.86,839
67,Male,Bachelor,Teacher,2462.05,735
38,Male,Bachelor,Driver,5424.12,658
30,Male,Master,Student,5371.11,682
53,Male,Bachelor,Student,2878.61,403
63,Male,PhD,Manager,5177.93,329
54,Male,Master,Teacher,2737.24,622
40,Male,Master,Manager,5171.61,523
47,Female,Bachelor,Manager,2593.8,625
49,Female,Master,Accountant,5917.27,578
25,Male,Master,Driver,2832.25,786
66,Female,Bachelor,Doctor,4376.69,660
66,Male,Master,Student,6032.15,615
40,Female,Other,Manager,5241.78,375
45,Female,Master,Doctor,4472.36,809
33,Female,Bachelor,Doctor,4166.25,366
66,Female,Master,Student,3754.99,548
36,Male,High School,Accountant,2726.18,692
40,Female,Bachelor,Student,1690.83,716
57,Female,Bachelor,Accountant,3469.05,421
33,Male,High School,Accountant,3910.64,689
58,Male,High School,Accountant,6747.94,459
55,Male,Bachelor,Manager,3521.54,316
63,Female,Bachelor,Student,6357.27,779
50,Male,High School,Manager,7878.15,796
41,Female,PhD,Manager,2823.75,301
21,Female,High School,Driver,5854.57,396
18,Female,High School,Driver,500.0,595
48,Female,High School,Unemployed,2081.7,708
24,Female,Bachelor,Doctor,3965.13,434
69,Male,Master,Salesperson,4216.06,558
44,Female,High School,Doctor,3313.51,363
51,Female,High School,Accountant,4951.42,768
60,Male,Master,Student,9385.55,631
34,Male,Master,Student,4463.56,757
41,Female,Master,Student,3936.88,772
66,Male,Bachelor,Driver,5141.19,512
56,Female,Bachelor,Doctor,3269.56,634
45,Female,Bachelor,Manager,3038.61,621
53,Male,Other,Salesperson,4674.07,819
26,Female,Master,Manager,5271.98,638
55,Female,Bachelor,Driver,6929.15,397
22,Female,Bachelor,Student,6763.83,837
53,Female,Other,Accountant,4356.67,310
55,Other,Other,Teacher,1529.32,342
19,Female,PhD,Engineer,4108.52,578
46,Male,Bachelor,Engineer,2523.71,615
22,Female,Bachelor,Teacher,2599.29,463
54,Male,Bachelor,Student,4835.36,812
37,Male,Master,Engineer,2101.72,501
31,Male,Bachelor,Driver,2334.04,739
21,Male,Master,Unemployed,2188.87,392
54,Male,High School,Manager,3375.17,482
47,Female,Bachelor,Student,4635.59,733
62,Male,Master,Manager,4671.06,701
