Customer_ID,Age,Gender,Country,Education,Occupation,Marital_Status,Monthly_Income,Other_Income,Income_Source,Monthly_Expenses,Monthly_Savings,Emergency_Fund,Savings_Rate,Loan_Amount,Monthly_Loan_Payment,Debt_to_Income_Ratio,Bank_Balance,Mobile_Money_Balance,Number_of_Transactions,Cash_In,Cash_Out,Transfers,Airtime_Purchases,Business_Type,Monthly_Revenue,Monthly_Profit,Supplier_Payments,Invoice_Value,POS_Sales,Investment_Type,Investment_Value,Monthly_Return,Financial_Literacy_Score,Spending_Discipline,Risk_Tolerance,Saving_Consistency,Financial_Goal,Financial_Health_Score,Funding_Readiness,Investment_Readiness,Loan_Default_Risk,Predicted_Savings_12_Months,Predicted_Business_Growth,Budget_Recommendation,Loan_Eligibility,Recommended_Investment,Financial_Risk_Level
3622,22,F,South Africa,Secondary,Engineer,Married,65254,37612,Salary,77906,9822,277861,0.1,2129938,63898,0.62,558501,350446,174,932699,475621,222,35529,Agriculture,1319390,282995,1759392,2126079,967865,Treasury Bills,772226,39412.9,74,65,Medium,47,Business Expansion,38.5,Not Ready,Not Ready,High,143435,2.5,Reduce Spending,Decline,Crypto,High
3623,36,M,Nigeria,Primary,Teacher,Married,174954,227088,Salary,359808,25983,543155,0.06,899263,26977,0.07,1348114,86541,66,113787,386534,97,10818,Food,4806340,274500,1408292,2793354,2159439,Crypto,1666613,11270.6,77,73,Medium,85,Business Expansion,48.3,Not Ready,Not Ready,Low,396704,-0.9,Reduce Spending,Decline,Savings,High
3624,49,F,Uganda,Primary,Nurse,Single,405606,140557,Salary,237834,262965,485832,0.48,1240649,37219,0.07,1805325,185416,167,301186,654971,145,12794,Agriculture,381345,100958,1052226,926981,218314,Mutual Fund,1258396,-6958.64,38,79,Medium,44,Education,46.1,Not Ready,Not Ready,Low,3467823,6.5,Healthy,Decline,Treasury Bills,High
3625,51,F,Tanzania,Primary,Entrepreneur,Married,426499,141169,Mixed,301069,115865,110472,0.2,773934,23218,0.04,333005,226959,100,769641,551042,71,41091,Retail,3598186,565155,1221820,1931320,1757523,Savings,2021251,67480.57,74,94,Low,41,Business Expansion,50.3,Not Ready,Not Ready,Low,1442613,10.0,Healthy,Review,Stocks,Medium
3626,52,M,Zambia,Primary,Engineer,Married,492524,277131,Salary,338895,196876,321760,0.26,860263,25807,0.03,1802469,151650,89,486933,164345,287,22805,Food,236786,28022,504469,1055876,193045,Mutual Fund,362797,6367.3,62,21,High,97,Emergency Fund,41.4,Not Ready,Not Ready,Low,2448300,15.1,Healthy,Decline,Crypto,High
3627,35,F,South Africa,Postgraduate,Trader,Single,736034,62186,Salary,410882,266340,607135,0.33,327819,9834,0.01,114761,109963,119,732199,585496,40,8489,Manufacturing,4159172,1426961,1375620,2617322,2712417,Stocks,1651290,-10846.85,46,65,Medium,73,Education,48.9,Not Ready,Not Ready,Low,3711256,13.9,Healthy,Decline,Treasury Bills,High
3628,48,F,Nigeria,Primary,Nurse,Married,938159,10494,Business,456618,260653,182505,0.27,858474,25754,0.03,1024940,496549,20,975665,723311,144,6246,Agriculture,4631705,1406932,355312,1271062,3583399,Savings,1459498,97710.3,77,22,Medium,26,Education,38.8,Not Ready,Not Ready,Low,3417455,8.8,Healthy,Decline,Savings,High
3629,31,M,Uganda,Primary,Engineer,Married,1318116,270918,Mixed,1323778,191232,143763,0.12,2617619,78528,0.05,887609,283527,84,643404,986407,3,9407,Services,2638810,687780,1370275,2804310,1554876,Savings,2682823,29251.41,32,23,Low,30,Education,24.2,Not Ready,Not Ready,Low,2166690,17.6,Reduce Spending,Decline,Stocks,High
3630,20,M,Kenya,Postgraduate,Teacher,Single,288326,231806,Mixed,313523,123662,574404,0.24,196452,5893,0.01,1586164,297977,53,412025,142531,1,17492,Agriculture,4580149,1070620,750086,505171,3388821,Mutual Fund,2154889,111409.18,42,81,High,62,Education,45.3,Not Ready,Not Ready,Low,1666996,6.7,Healthy,Decline,Crypto,High
3631,53,M,Rwanda,Secondary,Entrepreneur,Married,1109432,288016,Salary,839339,489273,393116,0.35,733620,22008,0.02,676111,322952,156,268491,408211,40,29413,Services,1210292,112784,297383,359353,953940,Crypto,189174,-1629.14,36,85,Medium,83,Emergency Fund,47.1,Not Ready,Not Ready,Low,6935149,2.5,Healthy,Decline,Stocks,High
3632,29,M,Nigeria,Primary,Entrepreneur,Single,983401,36183,Business,767298,185700,198864,0.18,1628817,48864,0.05,1913951,430050,119,708820,990825,49,21020,Food,3488827,910758,1102384,1307010,2469313,Treasury Bills,278468,14229.96,73,79,Low,86,Emergency Fund,55.3,Not Ready,Not Ready,Low,2753515,12.0,Reduce Spending,Review,Mutual Fund,Medium
3633,55,F,Kenya,Postgraduate,Farmer,Married,613566,113838,Mixed,415059,255358,123832,0.35,1784718,53541,0.07,1503367,12011,138,16560,336841,93,37928,Food,4278294,1136641,1630813,289868,2617739,Mutual Fund,2668358,28598.97,48,24,High,23,Retirement,31.9,Not Ready,Not Ready,Low,3519757,21.6,Healthy,Decline,Treasury Bills,High
3634,44,M,Rwanda,Secondary,Engineer,Single,892464,153400,Mixed,833440,160206,448759,0.15,1163812,34914,0.03,1341136,394469,117,651386,203795,44,20084,Agriculture,100167,20558,653994,998614,80642,Savings,1429067,-10708.96,44,88,Low,29,Retirement,39.8,Not Ready,Not Ready,Low,2251270,9.0,Reduce Spending,Decline,Treasury Bills,High
3635,46,F,Ghana,Diploma,Engineer,Married,1138490,289241,Salary,1271820,65859,809789,0.05,2144748,64342,0.05,149850,473054,173,56486,788548,146,21023,ICT,2176701,335962,249114,1703518,907719,Mutual Fund,605371,8924.38,77,72,Medium,44,Business Expansion,43.8,Not Ready,Not Ready,Low,916670,19.1,Reduce Spending,Decline,Treasury Bills,High
3636,38,M,Zambia,Diploma,Nurse,Married,350222,80358,Mixed,181116,231534,96696,0.54,1388055,41641,0.1,1128722,329603,135,568965,540534,58,22902,Food,740407,179361,91873,1008415,331199,Stocks,251402,10387.65,94,86,High,78,Home,67.0,Not Ready,Ready,Low,3424056,6.8,Healthy,Eligible,Savings,Medium
3637,50,F,Uganda,Postgraduate,Engineer,Single,194904,230741,Salary,279384,101395,855181,0.24,418662,12559,0.03,1643859,33777,72,287390,967420,242,8686,Manufacturing,3788257,1076746,812011,1467878,2692934,Stocks,20608,228.79,24,55,Medium,54,Retirement,35.2,Not Ready,Not Ready,Low,1163009,10.2,Healthy,Decline,Stocks,High
3638,29,F,Zambia,Postgraduate,Trader,Married,385659,242039,Mixed,496336,76992,450092,0.12,500042,15001,0.02,763056,389155,146,453106,205766,245,21473,Services,73421,10986,668064,610446,33387,Savings,668564,6274.53,64,74,Low,52,Emergency Fund,43.8,Not Ready,Not Ready,Low,939058,2.6,Reduce Spending,Decline,Treasury Bills,High
3639,45,M,South Africa,Postgraduate,Civil Servant,Single,95485,291616,Salary,286243,74451,694510,0.19,988907,29667,0.08,1190151,402555,98,13004,609360,109,21813,Manufacturing,259721,84077,1644392,1263059,215776,Savings,2281995,-21985.09,96,32,Medium,48,Education,47.1,Not Ready,Not Ready,Low,955459,6.0,Reduce Spending,Decline,Savings,High
3640,51,M,Nigeria,Postgraduate,Civil Servant,Married,324982,161258,Business,388284,42995,507549,0.09,890269,26708,0.05,481641,40399,86,360378,135673,89,24516,Food,1002017,275672,506224,1065970,531991,Stocks,2256558,24853.64,64,75,Medium,57,Home,46.3,Not Ready,Not Ready,Low,565443,12.5,Reduce Spending,Decline,Savings,High
3641,35,M,Tanzania,Bachelor,Trader,Married,1038852,152073,Salary,1023985,51320,47231,0.04,2370641,71119,0.06,600940,420410,166,80864,27905,84,43433,Services,3019989,301361,833888,1465480,2233964,Mutual Fund,684601,1504.07,51,63,Low,36,Education,33.0,Not Ready,Not Ready,Low,573120,5.4,Reduce Spending,Decline,Savings,High
3642,23,F,South Africa,Secondary,Trader,Married,1257265,102774,Salary,1091610,206561,602418,0.15,1841921,55257,0.04,1135097,169813,18,111864,533144,288,43808,Retail,4520113,707587,1824439,2854725,2512440,Savings,1850775,123064.97,99,36,Low,21,Education,40.9,Not Ready,Not Ready,Low,2450013,-3.1,Reduce Spending,Decline,Savings,High
3643,58,F,Rwanda,Secondary,Trader,Married,1050064,67152,Business,443099,234696,122523,0.21,1055581,31667,0.03,578132,77664,109,82552,416398,280,870,Agriculture,2080243,320193,259230,2275856,862530,Mutual Fund,2617083,205058.98,100,39,High,41,Retirement,45.9,Not Ready,Not Ready,Low,3559247,19.0,Healthy,Decline,Mutual Fund,High
3644,29,M,Zambia,Diploma,Engineer,Single,915452,255731,Business,521749,519643,544615,0.44,209175,6275,0.01,1018270,18473,68,185496,167624,266,36633,Services,3383293,507588,1756872,1848104,1896818,Treasury Bills,1887145,139133.1,20,21,Low,58,Emergency Fund,29.7,Not Ready,Not Ready,Low,7203704,14.6,Healthy,Decline,Mutual Fund,High
3645,39,F,Kenya,Diploma,Entrepreneur,Single,335294,208141,Salary,405323,47927,250143,0.09,2055548,61666,0.11,1693685,375043,105,866657,227892,143,38669,Manufacturing,3003399,190007,941136,1360769,2181632,Savings,2818442,-48215.56,74,79,Low,63,Education,45.7,Not Ready,Not Ready,Low,645978,-1.0,Reduce Spending,Decline,Savings,High
3646,22,M,South Africa,Secondary,Entrepreneur,Married,935928,201759,Business,1020388,53932,662077,0.05,2592840,77785,0.07,1523329,390298,116,950428,929938,216,31919,Food,4119049,380737,251023,2135779,1873403,Mutual Fund,594872,28908.74,93,22,High,57,Retirement,38.3,Not Ready,Not Ready,Low,702684,21.0,Reduce Spending,Decline,Savings,High
3647,20,F,Ghana,Diploma,Nurse,Single,950353,271300,Salary,741707,390640,209534,0.32,2947170,88415,0.07,1651330,22148,95,265391,308776,53,28623,Retail,253936,49374,1195805,13295,137104,Stocks,568427,4223.22,48,40,High,89,Retirement,42.9,Not Ready,Not Ready,Low,4363956,17.5,Healthy,Decline,Savings,High
3648,26,F,Rwanda,Primary,Entrepreneur,Married,301625,206734,Salary,421839,60711,674403,0.12,2972764,89182,0.18,1024811,340877,193,443858,259778,272,9885,Manufacturing,4167379,702186,1754727,1248295,2543603,Treasury Bills,1498551,19613.4,42,59,Medium,32,Retirement,31.1,Not Ready,Not Ready,Low,776227,19.0,Reduce Spending,Decline,Mutual Fund,High
3649,59,F,South Africa,Primary,Teacher,Single,964937,46229,Mixed,808592,130739,168824,0.13,505524,15165,0.01,994969,450723,35,372374,566183,150,13197,Food,3542648,990632,1260455,2548778,2002568,Treasury Bills,2447007,169535.37,71,44,Low,60,Home,43.6,Not Ready,Not Ready,Low,1557519,17.6,Reduce Spending,Decline,Crypto,High
3650,46,M,Zambia,Secondary,Engineer,Single,1282543,24567,Business,547322,287507,981377,0.22,1170121,35103,0.03,1755277,332867,99,200387,193004,264,11544,Agriculture,4454303,1222747,1817485,2098856,2932854,Crypto,2751724,36079.31,42,91,Medium,82,Emergency Fund,50.6,Not Ready,Not Ready,Low,4458279,13.0,Healthy,Review,Stocks,Medium
3651,43,F,Rwanda,Secondary,Entrepreneur,Single,466245,30353,Business,322313,61733,754736,0.12,1040799,31223,0.06,1431849,202863,63,833126,8423,106,12300,Retail,1872355,483497,833944,1165296,1412349,Mutual Fund,2408246,4540.15,52,80,High,33,Retirement,41.0,Not Ready,Not Ready,Low,781779,-2.0,Healthy,Decline,Savings,High
3652,46,F,Kenya,Bachelor,Engineer,Married,297091,58646,Salary,271295,60377,869693,0.17,2926327,87789,0.25,275992,331351,185,272919,960780,44,27040,Agriculture,945376,301705,431174,806962,849529,Stocks,1236812,90856.83,20,54,High,34,Emergency Fund,28.2,Not Ready,Not Ready,Medium,812925,12.8,Reduce Spending,Decline,Savings,High
3653,25,M,Zambia,Postgraduate,Nurse,Single,289769,157510,Mixed,347592,46955,336402,0.1,980650,29419,0.07,902917,293382,82,318639,350822,3,43884,ICT,583433,164823,414013,682912,488061,Stocks,1347781,35519.27,72,42,Medium,42,Business Expansion,39.7,Not Ready,Not Ready,Low,695953,16.4,Reduce Spending,Decline,Stocks,High
3654,37,F,Tanzania,Bachelor,Civil Servant,Single,789012,276150,Business,863463,99339,987142,0.09,2730032,81900,0.08,1141118,287509,47,598953,687783,262,31407,Retail,1017711,332387,880750,1180736,446674,Treasury Bills,451570,17313.32,33,35,High,100,Business Expansion,37.8,Not Ready,Not Ready,Low,1504154,19.1,Reduce Spending,Decline,Stocks,High
3655,59,M,Nigeria,Diploma,Trader,Married,1235363,49509,Mixed,531713,654430,705155,0.51,144134,4324,0.0,1085333,74223,118,937,352392,106,20434,Food,4199157,1424003,859667,1718787,2550315,Stocks,2521861,199471.38,56,94,High,93,Education,63.7,Not Ready,Ready,Low,9699949,-0.6,Healthy,Review,Mutual Fund,Medium
3656,37,M,Rwanda,Primary,Trader,Married,826701,81039,Mixed,392833,497601,735434,0.55,681014,20430,0.02,984059,402633,8,675735,643998,91,48657,Agriculture,415402,22023,385472,725906,318601,Treasury Bills,434278,27599.69,52,66,Low,48,Education,45.2,Not Ready,Not Ready,Low,6202224,3.9,Healthy,Decline,Crypto,High
3657,33,M,South Africa,Bachelor,Entrepreneur,Married,603492,31169,Salary,380574,224035,440807,0.35,2346928,70407,0.11,254431,402516,112,34313,348095,246,24547,Retail,2886449,282456,423046,725398,1660207,Treasury Bills,2204899,93847.56,26,57,Medium,36,Home,31.2,Not Ready,Not Ready,Low,2922343,16.7,Healthy,Decline,Mutual Fund,High
3658,31,F,Ghana,Secondary,Civil Servant,Single,892755,41985,Salary,688561,159892,933823,0.17,377683,11330,0.01,1342999,73696,53,577781,850488,209,21734,Manufacturing,2804265,844092,713865,1631194,1522173,Stocks,1365314,-4479.94,52,98,High,77,Business Expansion,53.5,Not Ready,Not Ready,Low,2401103,-1.7,Reduce Spending,Review,Stocks,Medium
3659,30,F,Zambia,Postgraduate,Civil Servant,Single,530305,54166,Business,359073,133237,549723,0.23,2978066,89341,0.15,1838480,297226,109,616929,348326,239,49843,ICT,4349638,1370085,1651507,327714,2817183,Treasury Bills,471639,27646.6,84,54,Medium,81,Business Expansion,53.3,Not Ready,Not Ready,Low,1925312,11.7,Healthy,Review,Mutual Fund,Medium
3660,42,M,Nigeria,Bachelor,Farmer,Married,300891,271067,Mixed,398521,89041,326386,0.16,2163796,64913,0.11,1482338,447415,195,982013,620555,80,7774,Manufacturing,4319686,466479,166632,1128309,3636562,Mutual Fund,545331,18868.27,64,44,High,37,Home,34.5,Not Ready,Not Ready,Low,1203797,16.9,Healthy,Decline,Crypto,High
3661,29,M,Tanzania,Primary,Engineer,Single,1015911,189589,Salary,1083077,83637,963490,0.07,1470511,44115,0.04,1572875,427827,31,738293,71900,95,42309,Food,1544501,531871,473715,296313,1248278,Savings,2717520,179601.18,50,43,Medium,96,Emergency Fund,43.4,Not Ready,Not Ready,Low,1103545,11.7,Reduce Spending,Decline,Mutual Fund,High
3662,47,F,Zambia,Secondary,Engineer,Married,1494026,194332,Salary,1102334,478334,781652,0.28,1592035,47761,0.03,411567,217124,119,258477,80881,170,10414,Food,1971425,135360,268125,26079,1432074,Stocks,363913,18223.48,26,28,Medium,87,Retirement,31.9,Not Ready,Not Ready,Low,6918885,17.7,Healthy,Decline,Mutual Fund,High
3663,56,F,South Africa,Postgraduate,Trader,Married,737838,280312,Business,818189,180760,638510,0.18,2467173,74015,0.07,919419,441096,168,554278,817073,86,24402,Agriculture,3088727,728325,757551,2881113,1878724,Stocks,422359,15751.98,41,50,High,26,Education,31.7,Not Ready,Not Ready,Low,2197990,5.3,Reduce Spending,Decline,Stocks,High
3664,22,F,Nigeria,Postgraduate,Nurse,Married,1062567,201364,Business,545872,663632,290560,0.53,633170,18995,0.02,1961302,368579,120,726204,245254,36,40278,Manufacturing,750797,136313,1745666,872081,647814,Crypto,1002097,54813.58,41,99,Low,64,Retirement,53.6,Not Ready,Not Ready,Low,8591226,5.5,Healthy,Review,Stocks,Medium
3665,50,F,Ghana,Secondary,Civil Servant,Single,920081,16930,Business,509692,218634,804691,0.23,2032992,60989,0.07,1800919,245219,50,270158,404223,117,23146,Retail,3529787,431824,1737359,2845617,1478086,Treasury Bills,2456642,178996.33,89,100,High,47,Education,55.7,Not Ready,Not Ready,Low,2423344,17.7,Healthy,Review,Crypto,Medium
3666,36,M,Rwanda,Primary,Nurse,Single,546437,142282,Salary,540172,101006,272590,0.15,616277,18488,0.03,529498,418911,41,326993,977110,31,25334,Services,328136,90037,730631,2608174,178987,Crypto,1865674,57287.19,52,79,Low,96,Retirement,51.3,Not Ready,Not Ready,Low,1369258,20.5,Reduce Spending,Review,Mutual Fund,Medium
3667,45,M,Zambia,Bachelor,Nurse,Single,259672,25094,Salary,115800,72398,100895,0.25,1280313,38409,0.13,686411,136877,169,355411,356483,239,2926,Manufacturing,1561064,169057,1019127,174055,1165444,Stocks,2071653,113341.27,74,97,High,48,Business Expansion,51.1,Not Ready,Not Ready,Low,836371,4.1,Healthy,Review,Mutual Fund,Medium
3668,50,F,Nigeria,Postgraduate,Engineer,Single,1325580,231234,Salary,1170346,197139,395426,0.13,1016058,30481,0.02,760186,451724,11,107247,635978,6,8233,Food,188800,29375,625736,1250955,152819,Mutual Fund,1722798,61919.74,82,81,High,62,Education,51.4,Not Ready,Not Ready,Low,2657137,-4.0,Reduce Spending,Review,Stocks,Medium
3669,31,M,South Africa,Bachelor,Farmer,Single,1327463,287648,Business,921948,458297,942997,0.28,1462726,43881,0.03,423317,253740,148,257540,598251,289,20430,Agriculture,896998,156696,774816,2142929,533171,Treasury Bills,1836690,68859.35,63,78,High,36,Home,45.6,Not Ready,Not Ready,Low,5499055,16.6,Healthy,Decline,Crypto,High
3670,31,M,Nigeria,Bachelor,Entrepreneur,Single,311598,157245,Mixed,306130,89098,428066,0.19,1843485,55304,0.12,436788,75233,143,303970,215579,80,41379,ICT,4509149,1299380,1910612,2850427,3623717,Treasury Bills,645824,2973.98,50,70,Low,25,Emergency Fund,38.6,Not Ready,Not Ready,Low,1379336,9.7,Healthy,Decline,Mutual Fund,High
3671,54,M,Rwanda,Diploma,Farmer,Single,500924,172666,Business,376401,165937,322150,0.25,163556,4906,0.01,495223,329409,96,18481,940655,282,37766,Retail,4316554,704813,1491528,2267656,2771192,Stocks,748466,37105.48,38,46,Low,46,Emergency Fund,33.7,Not Ready,Not Ready,Low,2294889,12.7,Healthy,Decline,Savings,High
3672,41,F,Kenya,Diploma,Entrepreneur,Single,151198,14730,Business,100224,22411,903972,0.14,382315,11469,0.07,1391550,453037,35,16588,682388,242,14099,Agriculture,2011709,640207,131145,1169898,886395,Savings,230877,-2602.07,99,82,Low,75,Emergency Fund,60.8,Not Ready,Not Ready,Low,307975,19.8,Healthy,Review,Treasury Bills,Medium
3673,45,F,Uganda,Primary,Nurse,Married,476828,75668,Business,357350,132697,600854,0.24,2180157,65404,0.12,1790610,42711,169,923768,476467,296,29622,Agriculture,3022249,387649,834711,1443730,2443065,Savings,1312891,91271.08,22,48,Medium,59,Emergency Fund,30.1,Not Ready,Not Ready,Low,1670284,6.5,Healthy,Decline,Savings,High
3674,32,F,Nigeria,Diploma,Farmer,Single,1326921,51085,Salary,570060,803906,568527,0.58,2689150,80674,0.06,708060,265089,88,87927,907600,105,49250,Manufacturing,531939,153982,766452,599406,417315,Savings,1738103,129730.2,79,30,Medium,80,Home,54.6,Not Ready,Not Ready,Low,9684161,18.8,Healthy,Review,Mutual Fund,Medium
3675,28,M,Ghana,Diploma,Engineer,Single,610064,270518,Business,729979,138566,702245,0.16,2209255,66277,0.08,127632,174480,98,100315,406596,147,35859,Services,2370653,487109,1089327,2784520,1228568,Stocks,1107335,84619.44,72,89,Low,47,Home,49.3,Not Ready,Not Ready,Low,1783478,-1.5,Reduce Spending,Decline,Savings,High
3676,53,M,Nigeria,Bachelor,Entrepreneur,Married,120084,55484,Business,64418,103313,291051,0.59,2548747,76462,0.44,1204613,319650,96,467346,924389,300,27276,Agriculture,449773,55601,1416116,1250068,405766,Mutual Fund,1370506,64420.33,96,50,High,62,Emergency Fund,53.1,Not Ready,Not Ready,Medium,1347423,19.8,Healthy,Review,Crypto,Medium
3677,34,M,Nigeria,Bachelor,Nurse,Married,823379,81103,Salary,559960,209960,109338,0.23,1336517,40095,0.04,1392102,373153,135,85918,676082,173,44182,Food,2455399,401331,1954682,2806853,1367098,Mutual Fund,2112475,127978.49,34,93,Low,46,Retirement,41.5,Not Ready,Not Ready,Low,2471116,14.9,Healthy,Decline,Stocks,High
3678,21,M,Kenya,Postgraduate,Entrepreneur,Single,435915,221708,Salary,272050,165299,891988,0.25,1989239,59677,0.09,234208,302043,138,86252,122967,130,11497,ICT,304956,57862,1413112,1999138,198729,Stocks,2106039,-20939.97,78,63,High,89,Home,53.4,Not Ready,Not Ready,Low,2251171,11.3,Healthy,Review,Treasury Bills,Medium
3679,54,M,South Africa,Bachelor,Farmer,Married,1322640,122946,Business,1185891,176551,319751,0.12,2940522,88215,0.06,718232,170871,199,495129,659229,135,21670,Retail,2235453,261104,804307,232632,1197474,Savings,589752,29560.95,73,33,Medium,71,Retirement,39.7,Not Ready,Not Ready,Low,2689704,23.6,Reduce Spending,Decline,Mutual Fund,High
3680,22,M,Nigeria,Secondary,Farmer,Single,1006610,21165,Mixed,587348,202410,297370,0.2,1186075,35582,0.03,1232871,179874,84,644213,644918,100,10955,Agriculture,1205837,76228,623698,453520,1138662,Crypto,1250068,24675.15,74,78,Low,54,Business Expansion,47.1,Not Ready,Not Ready,Low,2536920,-0.6,Healthy,Decline,Treasury Bills,High
3681,58,M,Uganda,Primary,Entrepreneur,Single,1419313,282065,Salary,1223608,192214,294258,0.11,2927144,87814,0.05,238388,486717,115,616288,281300,253,17710,Agriculture,1044153,181559,988978,564607,791627,Treasury Bills,183299,1482.44,83,100,High,43,Education,52.4,Not Ready,Not Ready,Low,2786429,17.2,Reduce Spending,Review,Mutual Fund,Medium
3682,48,F,Rwanda,Primary,Teacher,Married,1078609,119757,Mixed,783237,277401,765297,0.23,2976328,89289,0.07,1521929,482344,43,304527,692985,221,15790,ICT,3364498,608678,540237,270608,1605180,Crypto,2425742,95917.09,51,62,Medium,31,Business Expansion,37.3,Not Ready,Not Ready,Low,4231885,-4.9,Healthy,Decline,Savings,High
3683,38,F,Nigeria,Secondary,Engineer,Single,716153,250670,Salary,554559,214783,247235,0.22,634774,19043,0.02,1061982,419032,50,677786,811582,53,40540,ICT,752065,228522,277435,2471544,606509,Treasury Bills,2220968,101823.59,79,79,Low,70,Education,56.4,Not Ready,Not Ready,Low,3308125,5.5,Healthy,Review,Mutual Fund,Medium
3684,57,M,Nigeria,Secondary,Civil Servant,Single,875993,160395,Mixed,879895,50807,516506,0.05,801712,24051,0.02,628831,298563,37,93490,912060,254,45958,Services,3827159,852973,1634038,2277249,2754667,Stocks,1632517,-3804.71,81,23,Low,47,Home,37.1,Not Ready,Not Ready,Low,780694,4.9,Reduce Spending,Decline,Treasury Bills,High
3685,24,F,Nigeria,Bachelor,Civil Servant,Single,783731,251797,Salary,399227,594090,524087,0.57,1925733,57771,0.06,297643,257990,53,632941,567914,96,27632,Services,4181664,569223,142373,1660600,3887707,Savings,2199325,-38275.53,83,51,Low,48,Business Expansion,51.7,Not Ready,Not Ready,Low,7788293,0.1,Healthy,Review,Savings,Medium
3686,49,F,Kenya,Secondary,Teacher,Married,1300797,135798,Mixed,625872,400879,482159,0.28,985474,29564,0.02,238533,180884,116,681123,933718,297,128,Food,2918753,716995,1215740,239542,1585728,Treasury Bills,673929,-13078.51,27,88,Low,30,Home,39.1,Not Ready,Not Ready,Low,5198689,0.3,Healthy,Decline,Stocks,High
3687,45,M,Uganda,Bachelor,Teacher,Single,68038,254843,Business,230092,59297,540191,0.18,730289,21908,0.07,399878,241477,197,345274,45961,15,19064,Services,2493889,316319,1846526,436305,2013552,Savings,571067,32130.2,59,28,Medium,97,Education,40.4,Not Ready,Not Ready,Low,883228,20.1,Reduce Spending,Decline,Crypto,High
3688,53,M,Kenya,Postgraduate,Civil Servant,Single,504145,85575,Business,361261,71436,859005,0.12,2026041,60781,0.1,247627,452736,185,317510,885999,175,10672,Manufacturing,4179127,502022,1497452,1229693,3439004,Savings,2600400,23318.96,31,55,Medium,67,Emergency Fund,32.6,Not Ready,Not Ready,Low,967626,16.1,Healthy,Decline,Crypto,High
3689,28,F,Ghana,Secondary,Teacher,Married,156983,243291,Mixed,251899,104145,637984,0.26,757153,22714,0.06,639870,174791,180,554028,340929,237,44981,ICT,4064765,614314,443370,2467608,2453918,Stocks,1209332,38676.24,46,26,High,80,Education,36.3,Not Ready,Not Ready,Low,1189618,12.9,Healthy,Decline,Savings,High
3690,60,M,Nigeria,Diploma,Teacher,Married,778840,145348,Business,358760,343335,505371,0.37,693744,20812,0.02,717987,50925,122,794913,455623,154,23003,Agriculture,1216888,163287,740892,2595222,759215,Treasury Bills,1589517,57159.91,48,53,Low,64,Education,42.1,Not Ready,Not Ready,Low,4312592,-4.4,Healthy,Decline,Treasury Bills,High
3691,29,M,Kenya,Secondary,Entrepreneur,Married,773907,118467,Salary,644176,182951,218386,0.21,114165,3424,0.0,85146,439330,67,584914,458490,294,27535,Agriculture,1100086,170109,528063,1612488,596490,Mutual Fund,5711,405.74,24,54,High,98,Business Expansion,38.7,Not Ready,Not Ready,Low,2662300,7.2,Reduce Spending,Decline,Stocks,High
3692,53,F,Kenya,Primary,Teacher,Married,234483,222831,Salary,165624,289742,966217,0.63,1624472,48734,0.11,238995,273173,144,929762,443421,125,11321,Agriculture,878632,261908,1981575,2896297,505270,Mutual Fund,2543378,100341.19,74,30,Medium,39,Retirement,47.9,Not Ready,Not Ready,Low,3137704,17.9,Healthy,Decline,Treasury Bills,High
3693,31,F,Ghana,Postgraduate,Engineer,Single,453610,47889,Mixed,364449,120456,935302,0.24,1867711,56031,0.11,1568158,452762,14,235808,842016,217,25631,ICT,2953587,517662,358806,2887064,2521510,Treasury Bills,1517731,-23213.18,70,75,Low,92,Business Expansion,53.5,Not Ready,Not Ready,Low,1578618,8.1,Reduce Spending,Review,Treasury Bills,Medium
3694,25,F,Kenya,Primary,Entrepreneur,Single,393639,170595,Mixed,482979,44581,426102,0.08,1405085,42152,0.07,826293,217957,11,770888,206102,152,8646,Food,1916272,220534,661562,1006322,1389200,Stocks,2276496,17595.02,69,23,High,79,Retirement,36.9,Not Ready,Not Ready,Low,546552,2.6,Reduce Spending,Decline,Savings,High
3695,20,F,Zambia,Primary,Nurse,Single,282865,27787,Salary,275046,17036,492269,0.05,641920,19257,0.06,818732,9300,78,574259,456924,166,18318,Food,392150,63707,1467603,536009,192666,Stocks,984375,34530.46,37,45,Medium,69,Home,32.3,Not Ready,Not Ready,Low,261512,-2.4,Reduce Spending,Decline,Mutual Fund,High
3696,40,F,Tanzania,Secondary,Entrepreneur,Married,1094553,265453,Mixed,715058,487180,651260,0.36,1086177,32585,0.02,1592904,19558,44,465619,898046,141,27559,Retail,4736384,391713,465931,2213368,2085002,Savings,398417,17155.56,69,77,High,67,Business Expansion,51.3,Not Ready,Not Ready,Low,5846356,14.2,Healthy,Review,Stocks,Medium
3697,45,F,Kenya,Primary,Civil Servant,Married,305360,145809,Salary,384628,36132,943957,0.08,2065044,61951,0.14,1486161,255466,16,536054,7092,136,48266,Manufacturing,2125965,702427,1622431,597958,1968307,Crypto,2327804,113161.79,92,23,Medium,37,Home,40.0,Not Ready,Not Ready,Low,481064,22.4,Reduce Spending,Decline,Treasury Bills,High
3698,49,F,Uganda,Secondary,Engineer,Married,1461869,291661,Mixed,1186521,326466,581017,0.19,1859549,55786,0.03,1720118,49167,194,951015,79814,287,21042,Retail,4414753,1060693,1255127,1482198,3729654,Mutual Fund,985604,2680.31,61,80,Low,31,Home,44.1,Not Ready,Not Ready,Low,4912180,8.5,Healthy,Decline,Crypto,High
